shot_id,cycle_time_s,cast_pressure_bar,hi_v_mm_s,p_rise_bar,filling_time_s,biscuit_thickness_mm,die_temperature_c,shot_weight_kg,reject
1126,60.973,788.736,158.598,222.027,0.4006,9.681,217.596,3.266,0
1127,68.731,743.752,136.819,205.628,0.4272,9.363,214.714,3.194,0
1128,61.626,806.253,143.611,201.233,0.4296,9.219,216.145,3.165,0
1129,61.073,782.541,134.98,210.394,0.43,9.23,211.014,3.214,0
1130,54.03,793.61,148.298,208.113,0.4197,9.312,218.366,3.105,0
1131,58.602,761.893,150.496,209.961,0.434,9.507,208.65,3.216,0
1132,61.0,751.505,135.144,205.498,0.4147,9.552,226.108,3.092,1
1133,59.394,783.26,155.127,230.163,0.4148,9.433,225.877,3.128,0
1134,67.25,782.283,148.148,192.767,0.4191,9.352,223.794,3.059,0
1135,61.373,770.808,145.541,207.012,0.3938,9.377,221.302,3.188,0
1136,66.896,784.217,136.915,208.192,0.398,10.378,215.165,3.313,1
1137,62.234,829.943,166.546,208.491,0.3873,9.23,220.861,3.192,0
1138,62.141,795.099,147.185,217.679,0.43,9.305,214.536,3.245,0
1139,61.663,798.705,156.653,219.07,0.4197,10.653,207.192,3.365,1
1140,62.014,795.199,143.86,209.367,0.4272,9.647,222.518,3.228,0
1141,68.531,810.223,155.306,210.102,0.3793,9.017,221.428,3.146,0
1142,53.185,771.731,144.983,209.101,0.3954,9.795,213.786,3.156,0
1143,54.394,738.831,131.571,206.207,0.4422,9.181,207.961,3.2,0
1144,59.936,775.47,146.473,209.697,0.3711,9.818,211.821,3.156,0
1145,62.055,794.642,147.528,209.052,0.4384,9.426,205.901,3.161,0
1146,64.622,763.986,135.652,209.963,0.3912,9.346,220.04,3.269,0
1147,63.798,777.814,155.583,218.354,0.4357,10.063,207.199,3.272,0
1148,60.54,766.745,148.366,200.898,0.4073,9.698,216.259,3.085,0
1149,65.872,809.166,148.424,202.348,0.4316,9.841,211.246,3.143,0
1150,65.915,795.643,153.672,197.92,0.4738,9.652,208.336,3.168,0
1151,62.699,792.112,143.435,216.587,0.3761,9.344,216.276,3.242,0
1152,65.658,793.201,140.667,211.049,0.4292,9.714,213.77,3.28,0
1153,63.036,779.899,152.206,215.628,0.3875,9.923,219.315,3.389,0
1154,59.866,782.383,133.786,196.097,0.4271,9.547,208.406,3.167,0
1155,64.652,760.125,145.526,224.395,0.4212,10.131,211.532,3.171,0
1156,62.42,740.875,131.494,202.158,0.4321,9.798,203.112,3.241,0
1157,62.005,782.704,144.33,211.198,0.4029,9.574,204.079,3.152,0
1158,67.597,788.91,150.541,218.054,0.4318,9.588,224.663,3.19,0
1159,52.687,796.644,154.062,204.098,0.3898,9.548,224.3,3.171,0
1160,56.613,805.321,146.812,206.028,0.436,9.062,214.817,3.016,0
1161,57.489,805.779,157.758,214.24,0.4062,9.468,210.34,3.209,0
1162,60.62,761.276,140.177,231.799,0.3994,9.577,213.342,3.187,0
1163,61.032,773.127,134.146,210.021,0.4504,9.354,219.252,3.289,0
1164,56.272,785.496,145.46,222.952,0.4174,9.618,211.741,3.2,1
1165,58.256,823.515,167.724,224.645,0.4435,9.507,215.739,3.112,0
1166,58.729,804.843,164.189,217.166,0.4358,9.771,214.544,3.182,0
1167,71.338,805.285,157.607,204.86,0.3993,9.732,213.277,3.054,0
1168,68.847,776.785,135.703,216.433,0.4193,9.559,213.191,3.115,0
1169,60.435,763.242,143.407,197.665,0.4264,9.021,216.279,3.244,0
1170,60.618,793.44,154.988,225.004,0.4441,10.127,209.95,3.183,0
1171,57.633,757.786,143.416,211.252,0.4334,9.45,216.735,3.265,0
1172,54.749,771.72,148.011,189.461,0.4252,9.472,211.772,3.062,1
1173,61.556,777.69,146.85,207.683,0.417,9.38,215.584,3.183,0
1174,58.208,806.587,152.469,216.875,0.4124,9.329,221.465,3.167,0
1175,61.678,773.438,138.773,206.734,0.4451,10.04,214.12,3.267,0
1176,55.919,732.749,117.539,209.679,0.4319,9.985,218.869,3.247,1
1177,59.104,787.487,149.624,204.217,0.411,9.656,205.692,3.245,0
1178,62.565,767.728,142.621,199.029,0.4129,9.462,212.716,3.308,0
1179,63.392,781.533,149.363,210.388,0.4096,9.717,215.305,3.174,0
1180,63.586,779.312,135.431,208.147,0.3949,9.526,224.807,3.293,1
1181,56.982,772.314,147.209,207.699,0.4084,9.433,204.598,3.127,0
1182,65.248,796.012,164.186,224.039,0.443,9.618,214.909,3.124,0
1183,58.959,750.736,136.77,201.388,0.4236,9.346,221.919,3.253,0
1184,64.405,772.016,142.173,211.883,0.4347,9.588,211.363,3.095,0
1185,61.96,792.29,150.85,211.831,0.3723,9.571,213.931,3.24,0
1186,56.77,766.07,155.047,199.757,0.4337,9.711,216.031,3.207,0
1187,60.798,750.381,128.949,195.916,0.4245,9.283,215.778,3.275,0
1188,63.388,792.798,150.262,211.253,0.4081,9.749,222.995,3.196,0
1189,64.329,801.497,145.851,226.037,0.4179,9.183,217.522,3.204,0
1190,61.464,778.895,140.84,213.719,0.4114,9.3,221.575,3.236,0
1191,67.821,747.906,135.025,194.0,0.3898,9.315,213.898,3.154,1
1192,65.829,794.813,158.875,188.169,0.4329,9.125,211.757,3.151,0
1193,61.025,749.586,148.483,216.631,0.432,9.855,213.754,3.233,0
1194,64.85,787.126,150.275,210.391,0.4126,9.161,209.547,3.198,0
1195,69.348,768.067,138.784,217.763,0.4056,9.255,218.299,3.171,0
1196,69.45,763.22,157.415,205.686,0.3977,9.939,213.965,3.194,0
1197,57.334,769.479,138.851,211.449,0.4267,9.3,211.081,3.312,0
1198,58.479,774.764,139.431,215.544,0.4504,9.434,217.071,3.169,0
1199,67.643,771.508,130.028,203.126,0.4258,9.146,209.959,3.167,1
1200,57.979,788.385,157.288,209.295,0.393,9.792,218.37,3.08,0
